股票代码,股票名称,行业,模型,当前标签,当前分数,风险调整后分数,PE,PB,股息率,ROE,FCF收益率,市值,资金信号,资金来源,金融模型状态,周期归一化状态,normalized PE,normalized FCF收益率,周期字段缺口,周期下一步必查,便宜原因,风险信号,数据缺口
600528.SH,中铁工业,运输设备,普通企业,排雷待复核,6.0,6.0,11.71,0.63,1.44%,7.08%,1.36%,160.17亿元,宽基ETF被动覆盖,宽基ETF被动覆盖,非金融企业不适用,非周期模型不适用,,,,,低PE；低PB,ROE下滑；现金流弱于利润；ROE连续下滑；扣非净利润5年CAGR为负；OCF/净利润低于0.8；经营现金流连续多年弱于净利润；应收账款增速显著高于收入；存货增速显著高于收入；ROE偏低或缺失；扣非净利润5年CAGR为负；存在价值陷阱信号；FCF对分红覆盖不足；经营现金流连续弱于净利润；ROE偏低，需验证盈利质量和资本回报可持续性,未发现基础字段缺失；仍需单股深研补证据链。
600329.SH,达仁堂,中成药,普通企业,排雷待复核,4.0,4.0,13.69,3.97,9.62%,20.09%,1.15%,298.57亿元,宽基ETF被动覆盖,宽基ETF被动覆盖,非金融企业不适用,非周期模型不适用,,,,,低PE；高股息,现金流弱于利润；分红支付率过高；高股息但FCF覆盖不足；营收5年CAGR为负；OCF/净利润低于0.8；经营现金流连续多年弱于净利润；分红支付率超过80%；FCF对分红覆盖不足；营收5年CAGR为负；存在价值陷阱信号；分红支付率过高；FCF对分红覆盖不足；经营现金流连续弱于净利润,未发现基础字段缺失；仍需单股深研补证据链。
600177.SH,雅戈尔,服饰,普通企业,排雷待复核,3.0,3.0,13.41,0.81,5.87%,10.43%,2.52%,343.98亿元,弱信号,策略ETF弱信号,非金融企业不适用,非周期模型不适用,,,,,低PE；低PB；高股息,ROE下滑；现金流弱于利润；分红支付率过高；高股息但FCF覆盖不足；ROE连续下滑；营收5年CAGR为负；扣非净利润5年CAGR为负；OCF/净利润低于0.8；经营现金流连续多年弱于净利润；分红支付率超过80%；FCF对分红覆盖不足；应收账款增速显著高于收入；营收5年CAGR为负；扣非净利润5年CAGR为负；存在价值陷阱信号；分红支付率过高；FCF对分红覆盖不足；经营现金流连续弱于净利润,未发现基础字段缺失；仍需单股深研补证据链。
688606.SH,奥泰生物,医疗保健,普通企业,排雷待复核,2.0,2.0,20.91,0.96,4.16%,17.18%,-0.34%,37.29亿元,未接入/无明显信号,无,非金融企业不适用,非周期模型不适用,,,,,低PB；高股息,ROE下滑；分红支付率过高；高股息但FCF覆盖不足；ROE连续下滑；营收5年CAGR为负；扣非净利润5年CAGR为负；自由现金流为负；分红支付率超过80%；FCF对分红覆盖不足；营收5年CAGR为负；扣非净利润5年CAGR为负；存在价值陷阱信号；分红支付率过高；FCF对分红覆盖不足,未发现基础字段缺失；仍需单股深研补证据链。
603589.SH,口子窖,白酒,普通企业,排雷待复核,-2.0,-2.0,31.57,1.15,6.29%,16.32%,-3.29%,123.63亿元,宽基ETF被动覆盖,宽基ETF被动覆盖,非金融企业不适用,非周期模型不适用,,,,,低PB；高股息,ROE下滑；现金流弱于利润；分红支付率过高；高股息但FCF覆盖不足；ROE连续下滑；营收5年CAGR为负；扣非净利润5年CAGR为负；OCF/净利润低于0.8；经营现金流连续多年弱于净利润；自由现金流为负；分红支付率超过80%；FCF对分红覆盖不足；应收账款增速显著高于收入；存货增速显著高于收入；营收5年CAGR为负；扣非净利润5年CAGR为负；存在价值陷阱信号；分红支付率过高；FCF对分红覆盖不足；经营现金流连续弱于净利润,未发现基础字段缺失；仍需单股深研补证据链。
600755.SH,厦门国贸,仓储物流,普通企业,排雷待复核,-2.5,-2.5,35.71,0.63,4.77%,6.80%,-1.47%,122.06亿元,弱信号,策略ETF弱信号,非金融企业不适用,非周期模型不适用,,,,,低PB；高股息,ROE下滑；现金流弱于利润；分红支付率过高；高股息但FCF覆盖不足；ROE连续下滑；营收5年CAGR为负；OCF/净利润低于0.8；经营现金流连续多年弱于净利润；自由现金流为负；分红支付率超过80%；FCF对分红覆盖不足；应收账款增速显著高于收入；ROE偏低或缺失；营收5年CAGR为负；存在价值陷阱信号；资产负债率偏高；分红支付率过高；FCF对分红覆盖不足；经营现金流连续弱于净利润；ROE偏低，需验证盈利质量和资本回报可持续性,未发现基础字段缺失；仍需单股深研补证据链。
002304.SZ,洋河股份,白酒,普通企业,排雷待复核,-3.0,-3.0,63.92,1.32,5.38%,15.38%,-2.22%,649.13亿元,宽基ETF被动覆盖,宽基ETF被动覆盖,非金融企业不适用,非周期模型不适用,,,,,低PB；高股息,ROE下滑；现金流弱于利润；分红支付率过高；高股息但FCF覆盖不足；ROE连续下滑；营收5年CAGR为负；扣非净利润5年CAGR为负；OCF/净利润低于0.8；经营现金流连续多年弱于净利润；自由现金流为负；分红支付率超过80%；FCF对分红覆盖不足；应收账款增速显著高于收入；存货增速显著高于收入；营收5年CAGR为负；扣非净利润5年CAGR为负；存在价值陷阱信号；分红支付率过高；FCF对分红覆盖不足；经营现金流连续弱于净利润,未发现基础字段缺失；仍需单股深研补证据链。
600648.SH,外高桥,园区开发,普通企业,排雷待复核,-3.0,-3.0,13.37,0.76,-,8.04%,-9.17%,121.58亿元,未接入/无明显信号,无,非金融企业不适用,非周期模型不适用,,,,,低PE；低PB,ROE下滑；现金流弱于利润；分红支付率过高；ROE连续下滑；营收5年CAGR为负；扣非净利润5年CAGR为负；OCF/净利润低于0.8；经营现金流连续多年弱于净利润；自由现金流为负；分红支付率超过80%；存货增速显著高于收入；营收5年CAGR为负；扣非净利润5年CAGR为负；存在价值陷阱信号；资产负债率偏高；分红支付率过高；FCF对分红覆盖不足；经营现金流连续弱于净利润,未发现基础字段缺失；仍需单股深研补证据链。
000581.SZ,威孚高科,汽车配件,普通企业,排雷待复核,-3.5,-3.5,16.18,0.87,5.51%,7.61%,0.29%,176.05亿元,宽基ETF被动覆盖,宽基ETF被动覆盖,非金融企业不适用,非周期模型不适用,,,,,低PB；高股息,ROE下滑；现金流弱于利润；分红支付率过高；高股息但FCF覆盖不足；ROE连续下滑；营收5年CAGR为负；扣非净利润5年CAGR为负；OCF/净利润低于0.8；经营现金流连续多年弱于净利润；分红支付率超过80%；FCF对分红覆盖不足；应收账款增速显著高于收入；ROE偏低或缺失；营收5年CAGR为负；扣非净利润5年CAGR为负；存在价值陷阱信号；分红支付率过高；FCF对分红覆盖不足；经营现金流连续弱于净利润；ROE偏低，需验证盈利质量和资本回报可持续性,未发现基础字段缺失；仍需单股深研补证据链。
600919.SH,江苏银行,银行,金融企业,行业模型待补,21.0,21.0,6.14,0.82,4.62%,11.62%,258.29%,2167.29亿元,弱信号,策略ETF弱信号,银行专项最小版 / 银行字段部分接入,非周期模型不适用,,,,,低PE；低PB；高股息；金融股低估值需用专属资产质量指标复核,金融行业仅粗筛，未接入不良率/拨备覆盖率/资本充足率等专属数据；行业专属数据不足；银行模型待补：需补不良率、拨备覆盖率、资本充足率、净息差、ROE稳定性、成本收入比。,金融股专属指标未接入
002807.SZ,江阴银行,银行,金融企业,行业模型待补,20.0,20.0,5.31,0.55,4.95%,11.42%,-24.58%,109.38亿元,宽基ETF被动覆盖,宽基ETF被动覆盖,银行专项最小版 / 银行字段部分接入,非周期模型不适用,,,,,低PE；低PB；高股息；金融股低估值需用专属资产质量指标复核,金融行业仅粗筛，未接入不良率/拨备覆盖率/资本充足率等专属数据；行业专属数据不足；银行模型待补：需补不良率、拨备覆盖率、资本充足率、净息差、ROE稳定性、成本收入比。,金融股专属指标未接入
601318.SH,中国平安,保险,金融企业,行业模型待补,19.0,19.0,7.40,0.96,4.98%,12.10%,66.22%,9819.77亿元,弱信号,回购/产业资本弱信号,保险专属模型待补,非周期模型不适用,,,,,低PE；低PB；高股息；金融股低估值需用专属资产质量指标复核,金融行业仅粗筛，未接入不良率/拨备覆盖率/资本充足率等专属数据；行业专属数据不足；营收5年CAGR为负；保险模型待补：需补内含价值、新业务价值、投资收益率、偿付能力、负债成本。,金融股专属指标未接入
002736.SZ,国信证券,证券,金融企业,行业模型待补,19.0,19.0,9.86,1.07,4.10%,7.86%,15.64%,1069.24亿元,宽基ETF被动覆盖,宽基ETF被动覆盖,券商专属模型待补,非周期模型不适用,,,,,低PE；低PB；高股息；金融股低估值需用专属资产质量指标复核,金融行业仅粗筛，未接入不良率/拨备覆盖率/资本充足率等专属数据；行业专属数据不足；ROE偏低或缺失；ROE偏低，需验证盈利质量和资本回报可持续性；券商模型待补：需补 PB、ROE、市场周期和经纪/投行/资管业务结构。,金融股专属指标未接入
600926.SH,杭州银行,银行,金融企业,行业模型待补,19.0,19.0,6.01,0.84,4.05%,12.68%,134.57%,1180.14亿元,宽基ETF被动覆盖,宽基ETF被动覆盖,银行专项最小版 / 银行字段部分接入,非周期模型不适用,,,,,低PE；低PB；高股息；金融股低估值需用专属资产质量指标复核,金融行业仅粗筛，未接入不良率/拨备覆盖率/资本充足率等专属数据；行业专属数据不足；银行模型待补：需补不良率、拨备覆盖率、资本充足率、净息差、ROE稳定性、成本收入比。,金融股专属指标未接入
601117.SH,中国化学,建筑工程,周期公用事业,行业模型待补,19.0,19.0,7.14,0.68,3.73%,10.16%,-2.61%,468.38亿元,宽基ETF被动覆盖,宽基ETF被动覆盖,非金融企业不适用,normalized PE 数据不足,数据不足,数据不足,normalized PE proxy:5年中有效年份少于3年,下一步重点复核：5 年利润中枢是否代表正常景气、当前利润是否处于周期高点、资本开支是否压低自由现金流、商品价格/产能/利用率是否支持盈利持续。,低PE；低PB；周期/类公用事业需用归一化利润复核,周期/类公用事业行业，当前PE可能不可直接外推；需行业模型复核：需复核订单质量、回款、应收账款和地产/基建周期。；资产负债率偏高；周期/类公用事业需复核商品周期、政策定价、资本开支和 normalized PE。,周期/公用事业 normalized PE 与周期变量未接入
600970.SH,中材国际,建筑工程,周期公用事业,行业模型待补,18.0,18.0,8.43,0.96,5.63%,15.25%,5.57%,223.64亿元,宽基ETF被动覆盖,宽基ETF被动覆盖,非金融企业不适用,normalized PE 数据不足,数据不足,数据不足,normalized PE proxy:5年中有效年份少于3年,下一步重点复核：5 年利润中枢是否代表正常景气、当前利润是否处于周期高点、资本开支是否压低自由现金流、商品价格/产能/利用率是否支持盈利持续。,低PE；低PB；高股息；周期/类公用事业需用归一化利润复核,ROE下滑；周期/类公用事业行业，当前PE可能不可直接外推；需行业模型复核：需复核订单质量、回款、应收账款和地产/基建周期。；ROE连续下滑；存在价值陷阱信号；周期/类公用事业需复核商品周期、政策定价、资本开支和 normalized PE。,周期/公用事业 normalized PE 与周期变量未接入
601825.SH,沪农商行,银行,金融企业,行业模型待补,18.0,18.0,6.72,0.63,5.05%,10.82%,-15.02%,829.42亿元,弱信号,策略ETF弱信号,银行专项最小版 / 银行字段部分接入,非周期模型不适用,,,,,低PE；低PB；高股息；金融股低估值需用专属资产质量指标复核,ROE下滑；金融行业仅粗筛，未接入不良率/拨备覆盖率/资本充足率等专属数据；ROE连续下滑；金融企业ROE下滑；行业专属数据不足；存在价值陷阱信号；银行模型待补：需补不良率、拨备覆盖率、资本充足率、净息差、ROE稳定性、成本收入比。,金融股专属指标未接入
601009.SH,南京银行,银行,金融企业,行业模型待补,18.0,18.0,6.33,0.75,4.63%,12.17%,148.30%,1411.92亿元,弱信号,策略ETF弱信号,银行专项最小版 / 银行字段部分接入,非周期模型不适用,,,,,低PE；低PB；高股息；金融股低估值需用专属资产质量指标复核,ROE下滑；金融行业仅粗筛，未接入不良率/拨备覆盖率/资本充足率等专属数据；ROE连续下滑；金融企业ROE下滑；行业专属数据不足；存在价值陷阱信号；银行模型待补：需补不良率、拨备覆盖率、资本充足率、净息差、ROE稳定性、成本收入比。,金融股专属指标未接入
601838.SH,成都银行,银行,金融企业,行业模型待补,18.0,18.0,6.32,0.92,4.45%,16.41%,87.62%,848.96亿元,弱信号,策略ETF弱信号,银行专项最小版 / 银行字段部分接入,非周期模型不适用,,,,,低PE；低PB；高股息；金融股低估值需用专属资产质量指标复核,ROE下滑；金融行业仅粗筛，未接入不良率/拨备覆盖率/资本充足率等专属数据；ROE连续下滑；金融企业ROE下滑；行业专属数据不足；存在价值陷阱信号；银行模型待补：需补不良率、拨备覆盖率、资本充足率、净息差、ROE稳定性、成本收入比。,金融股专属指标未接入
600098.SH,广州发展,火力发电,周期公用事业,行业模型待补,18.0,18.0,10.11,0.87,5.34%,5.73%,-4.21%,242.96亿元,宽基ETF被动覆盖,宽基ETF被动覆盖,非金融企业不适用,normalized PE 数据不足,数据不足,数据不足,normalized PE proxy:5年中有效年份少于3年,下一步重点复核：5 年利润中枢是否代表正常景气、当前利润是否处于周期高点、资本开支是否压低自由现金流、商品价格/产能/利用率是否支持盈利持续。,低PE；低PB；高股息；周期/类公用事业需用归一化利润复核,周期/类公用事业行业，当前PE可能不可直接外推；需行业模型复核：需复核煤电价差、容量电价、利用小时和政策定价。；当前利润显著高于5年均值；ROE偏低或缺失；存在价值陷阱信号；ROE偏低，需验证盈利质量和资本回报可持续性；周期/类公用事业需复核商品周期、政策定价、资本开支和 normalized PE。,周期/公用事业 normalized PE 与周期变量未接入
601336.SH,新华保险,保险,金融企业,行业模型待补,18.0,18.0,5.34,1.60,4.21%,18.58%,55.51%,1971.55亿元,弱信号,机构调研弱信号,保险专属模型待补,非周期模型不适用,,,,,低PE；低PB；高股息；金融股低估值需用专属资产质量指标复核,金融行业仅粗筛，未接入不良率/拨备覆盖率/资本充足率等专属数据；行业专属数据不足；营收5年CAGR为负；保险模型待补：需补内含价值、新业务价值、投资收益率、偿付能力、负债成本。,金融股专属指标未接入
